id,tenant_id,class_id,group_id,full_name,sex,birth_date,cpf,phone,email,mother_name,father_name,photo_url,notes,sport_modality,weekly_frequency,practice_time_months,has_disability,disability_type,medical_notes,is_active,created_at,updated_at,demo_data,rg,guardian_name,guardian_relationship,guardian_phone,guardian_email,address_zip,address_street,address_number,address_complement,address_neighborhood,address_city,address_state,portal_enabled,portal_token,portal_token_created_at,portal_last_access,portal_views,portal_slug
7eb56b5d-22d7-4828-90bb-9308cbf9fe63,07cc7290-5d3f-421b-a514-b21d6a683494,198f8843-c411-4d10-bc14-21142a59c69d,fc328287-0a14-4985-b9e4-6cc56fbe6dd6,Felipe Gomes Rocha,male,2014-01-22,145.115.785-05,(65) 91135-8245,felipe.gomes85@demo.aluno.com,Maria Gomes Rocha,Marcos Gomes Rocha,,,Atletismo,3,61,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,35.935.755-5,Maria Gomes Rocha,Pai,(45) 99805-7565,resp.0085@demo.aluno.com,01445-485,Rua São João,1956,,Bela Vista,Contagem,MG,f,,,,0,
7f04fa8e-4b36-4148-89c7-459e8503a90c,07cc7290-5d3f-421b-a514-b21d6a683494,db9e5ccc-f3d9-41b6-9adf-2ebaa1d9c283,,Mariana Cardoso Moreira,female,2014-12-03,382.034.206-18,(72) 91266-8342,mariana.cardoso86@demo.aluno.com,Sandra Cardoso Moreira,André Cardoso Moreira,,,Natação,4,8,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,66.146.258-6,Sandra Cardoso Moreira,Mãe,(56) 90038-7654,resp.0086@demo.aluno.com,01462-526,Rua Sete de Setembro,1979,,Jardim América,Santo André,SP,f,,,,0,
7fde3f18-9bdb-481b-a978-607b2c6b425c,07cc7290-5d3f-421b-a514-b21d6a683494,df7d4151-8c32-4eea-bca8-7df20787ab0a,675b336a-7f53-4547-afca-ffa67a950b38,Samuel Rocha Gomes,male,2009-01-10,619.953.627-31,(79) 91397-8439,samuel.rocha87@demo.aluno.com,Mônica Rocha Gomes,José Rocha Gomes,,,Futebol,5,15,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,97.357.761-7,Mônica Rocha Gomes,Mãe,(67) 90271-7743,resp.0087@demo.aluno.com,01479-567,Rua dos Andradas,2,,Higienópolis,Belo Horizonte,MG,f,,,,0,
80a7108b-98e2-45a0-8fcf-554608ac4c56,07cc7290-5d3f-421b-a514-b21d6a683494,3d9c94c7-2fe4-44e3-88b4-dcfa0a656e75,,Helena Dias Souza,female,2013-02-23,856.872.048-44,(86) 91528-8536,helena.dias88@demo.aluno.com,Cristina Dias Souza,Marcos Dias Souza,,,Judô,2,22,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,28.568.264-8,Cristina Dias Souza,Mãe,(78) 90504-7832,resp.0088@demo.aluno.com,01496-608,Av. Santos Dumont,25,Apto 89,Moema,Campinas,SP,f,,,,0,
838c9da4-bddb-4453-a8b1-817da5535e21,07cc7290-5d3f-421b-a514-b21d6a683494,3d9c94c7-2fe4-44e3-88b4-dcfa0a656e75,,Olivia Souza Dias,female,2013-02-05,093.791.469-57,(93) 91659-8633,olivia.souza89@demo.aluno.com,Juliana Souza Dias,André Souza Dias,,,,,,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,59.779.767-9,Juliana Souza Dias,Mãe,(89) 90737-7921,resp.0089@demo.aluno.com,01513-649,Av. Brasil,48,,Santa Cecília,São Bernardo,SP,f,,,,0,
84b1b850-e533-41af-810a-037bcf50b1f7,07cc7290-5d3f-421b-a514-b21d6a683494,db9e5ccc-f3d9-41b6-9adf-2ebaa1d9c283,,Mariane Moreira Cardoso,female,2014-06-03,330.710.890-70,(10) 91790-8730,mariane.moreira90@demo.aluno.com,Maria Moreira Cardoso,José Moreira Cardoso,,,Futsal,4,36,f,,Histórico de rinite alérgica — sem restrição para atividade física.,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,90.990.270-0,Maria Moreira Cardoso,Pai,(10) 90970-8010,resp.0090@demo.aluno.com,01530-690,Rua Marechal Deodoro,71,,Centro,São Paulo,SP,f,,,,0,
85d8a8ba-c7e1-4309-8381-55f56d81382b,07cc7290-5d3f-421b-a514-b21d6a683494,014c1331-0acd-4e6a-b880-df8da0af4fea,3a152c3d-909d-4c67-89ff-1a674a3196dc,Caio Ferreira Teixeira,male,2012-01-07,567.629.311-83,(17) 91921-8827,caio.ferreira91@demo.aluno.com,Sandra Ferreira Teixeira,Marcos Ferreira Teixeira,,,Vôlei,5,43,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,21.201.773-1,Sandra Ferreira Teixeira,Mãe,(21) 91203-8099,resp.0091@demo.aluno.com,01547-731,Rua Barão do Rio Branco,94,,Mooca,Osasco,SP,f,,,,0,
883a4cdd-6a73-4531-88ee-58ed70d1e509,07cc7290-5d3f-421b-a514-b21d6a683494,a41bdeea-4193-4142-a090-727b70dd9f16,,Fernanda Lima Lima,female,2012-12-15,041.467.153-09,(31) 92183-9021,fernanda.lima93@demo.aluno.com,Cristina Lima Lima,José Lima Lima,,,,,,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,83.623.779-3,Cristina Lima Lima,Mãe,(43) 91669-8277,resp.0093@demo.aluno.com,01581-813,Av. Atlântica,140,,Boa Vista,Guarulhos,SP,f,,,,0,
d6d5013d-31e7-4e9c-9b90-b0b82d001a2c,82728988-d739-4851-8718-cb574126d861,,,João Antônio da Silva ,male,2015-06-19,,,,,,,,,,,f,,,f,2026-06-19 22:45:06.796098+00,2026-06-22 12:44:54.544525+00,f,,,,,,,,,,,,,f,,,,0,
89657ae1-d371-4d46-9686-5a6a396870a1,07cc7290-5d3f-421b-a514-b21d6a683494,014c1331-0acd-4e6a-b880-df8da0af4fea,e915b8b1-7eee-4bb0-a9f4-ea84692f2840,Sabrina Almeida Castro,female,2011-10-16,278.386.574-22,(38) 92314-9118,sabrina.almeida94@demo.aluno.com,Juliana Almeida Castro,Marcos Almeida Castro,,,Atletismo,4,64,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,14.834.282-4,Juliana Almeida Castro,Mãe,(54) 91902-8366,resp.0094@demo.aluno.com,01598-854,Av. Pres. Vargas,163,,Sumaré,Contagem,MG,f,,,,0,
8a45c4ef-f1cf-46d9-8bf1-f46bacfdb412,07cc7290-5d3f-421b-a514-b21d6a683494,198f8843-c411-4d10-bc14-21142a59c69d,fc328287-0a14-4985-b9e4-6cc56fbe6dd6,Felipe Gomes Rocha,male,2014-07-13,515.305.995-35,(45) 92445-9215,felipe.gomes95@demo.aluno.com,Maria Gomes Rocha,André Gomes Rocha,,,Natação,5,11,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,45.045.785-5,Maria Gomes Rocha,Pai,(65) 92135-8455,resp.0095@demo.aluno.com,01615-895,Rua Tiradentes,186,,Tatuapé,Santo André,SP,f,,,,0,
8aba7c62-c14e-4f84-969d-8a6ad4a1ea31,07cc7290-5d3f-421b-a514-b21d6a683494,2d5c2126-b3e1-499c-a42f-28fc5b482cb6,,Helena Dias Souza,female,2014-02-11,752.224.416-48,(52) 92576-9312,helena.dias96@demo.aluno.com,Sandra Dias Souza,José Dias Souza,,,Futebol,2,18,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,76.256.288-6,Sandra Dias Souza,Mãe,(76) 92368-8544,resp.0096@demo.aluno.com,01632-936,Rua do Comércio,209,Apto 97,Liberdade,Belo Horizonte,MG,f,,,,0,
8b9f999a-7eb7-4139-b2c5-322466ec1d48,07cc7290-5d3f-421b-a514-b21d6a683494,198f8843-c411-4d10-bc14-21142a59c69d,e8ede3ac-c4cb-41a1-bef1-adc3625a968f,Daniela Castro Almeida,female,2013-04-22,989.143.837-61,(59) 92707-9409,daniela.castro97@demo.aluno.com,Mônica Castro Almeida,Marcos Castro Almeida,,,Judô,3,25,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,07.467.791-7,Mônica Castro Almeida,Mãe,(87) 92601-8633,resp.0097@demo.aluno.com,01649-977,Rua General Câmara,232,,Vila Mariana,Campinas,SP,f,,,,0,
8bc881c1-e5de-40f7-a2ad-b7b2b167af9f,07cc7290-5d3f-421b-a514-b21d6a683494,2d5c2126-b3e1-499c-a42f-28fc5b482cb6,,Olivia Souza Dias,female,2014-02-20,226.062.258-74,(66) 92838-9506,olivia.souza98@demo.aluno.com,Cristina Souza Dias,André Souza Dias,,,Ginástica,4,32,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,38.678.294-8,Cristina Souza Dias,Mãe,(98) 92834-8722,resp.0098@demo.aluno.com,01666-018,Av. Getúlio Vargas,255,,Perdizes,São Bernardo,SP,f,,,,0,
8f2cbd00-10b8-48b9-a59b-d1645765c66d,07cc7290-5d3f-421b-a514-b21d6a683494,198f8843-c411-4d10-bc14-21142a59c69d,e9fd72e5-eef3-4421-8223-5552fae3d744,Davi Teixeira Ferreira,male,2014-07-22,700.900.100-00,(80) 93100-9700,davi.teixeira0@demo.aluno.com,Maria Teixeira Ferreira,Marcos Teixeira Ferreira,,,Vôlei,2,46,t,Asma leve controlada,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,00.100.300-0,Maria Teixeira Ferreira,Pai,(30) 93300-8900,resp.0100@demo.aluno.com,01700-100,Rua das Acácias,301,Apto 101,Bela Vista,Osasco,SP,f,,,,0,
8fef0a94-4f01-44e7-9fcf-e09c2102b100,07cc7290-5d3f-421b-a514-b21d6a683494,2d5c2126-b3e1-499c-a42f-28fc5b482cb6,,Theo Cavalcanti Reis,male,2015-11-20,937.819.521-13,(87) 93231-9797,theo.cavalcanti1@demo.aluno.com,Sandra Cavalcanti Reis,André Cavalcanti Reis,,,,,,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,31.311.803-1,Sandra Cavalcanti Reis,Mãe,(41) 93533-8989,resp.0101@demo.aluno.com,01717-141,Rua XV de Novembro,324,,Jardim América,Uberlândia,MG,f,,,,0,
9044596c-7a92-499f-a3c8-692cf0dd813c,07cc7290-5d3f-421b-a514-b21d6a683494,2d5c2126-b3e1-499c-a42f-28fc5b482cb6,,Yara Martins Costa,female,2014-02-02,174.738.942-26,(94) 93362-9894,yara.martins2@demo.aluno.com,Mônica Martins Costa,José Martins Costa,,,Handebol,4,60,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,62.522.306-2,Mônica Martins Costa,Mãe,(52) 93766-9078,resp.0102@demo.aluno.com,01734-182,Rua das Palmeiras,347,,Higienópolis,Guarulhos,SP,f,,,,0,
906f5d6c-6c8b-42da-925b-0661de419241,07cc7290-5d3f-421b-a514-b21d6a683494,df7d4151-8c32-4eea-bca8-7df20787ab0a,e915b8b1-7eee-4bb0-a9f4-ea84692f2840,Sabrina Almeida Castro,female,2008-10-10,411.657.363-39,(11) 93493-9991,sabrina.almeida3@demo.aluno.com,Cristina Almeida Castro,Marcos Almeida Castro,,,Atletismo,5,7,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,93.733.809-3,Cristina Almeida Castro,Mãe,(63) 93999-9167,resp.0103@demo.aluno.com,01751-223,Av. Paulista,370,,Moema,Contagem,MG,f,,,,0,
91e0aa6c-50a7-4a58-8bb3-1109ec7bee70,07cc7290-5d3f-421b-a514-b21d6a683494,014c1331-0acd-4e6a-b880-df8da0af4fea,a9c30b1c-70a8-4bab-a6cb-fbed65d54c20,Bianca Ramos Santos,female,2011-10-07,648.576.784-52,(18) 93624-0088,bianca.ramos4@demo.aluno.com,Juliana Ramos Santos,André Ramos Santos,,,Natação,2,14,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,24.944.312-4,Juliana Ramos Santos,Mãe,(74) 94232-9256,resp.0104@demo.aluno.com,01768-264,Av. Independência,393,Apto 105,Santa Cecília,Santo André,SP,f,,,,0,
93241dfc-7db9-4d12-b601-e000ccb7dc2c,07cc7290-5d3f-421b-a514-b21d6a683494,3d9c94c7-2fe4-44e3-88b4-dcfa0a656e75,,Murilo Pereira Barbosa,male,2014-05-05,885.495.205-65,(25) 93755-0185,murilo.pereira5@demo.aluno.com,Maria Pereira Barbosa,José Pereira Barbosa,,,,,,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,55.155.815-5,Maria Pereira Barbosa,Pai,(85) 94465-9345,resp.0105@demo.aluno.com,01785-305,Rua São João,416,,Centro,Belo Horizonte,MG,f,,,,0,
93855dc9-9963-4357-b242-a3e1b8bf6b66,07cc7290-5d3f-421b-a514-b21d6a683494,2d5c2126-b3e1-499c-a42f-28fc5b482cb6,,Yara Martins Costa,female,2014-08-11,122.414.626-78,(32) 93886-0282,yara.martins6@demo.aluno.com,Sandra Martins Costa,Marcos Martins Costa,,,Judô,4,28,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,86.366.318-6,Sandra Martins Costa,Mãe,(96) 94698-9434,resp.0106@demo.aluno.com,01802-346,Rua Sete de Setembro,439,,Mooca,Campinas,SP,f,,,,0,
94a495d5-bcb0-4e8e-89c9-956123866f27,07cc7290-5d3f-421b-a514-b21d6a683494,a41bdeea-4193-4142-a090-727b70dd9f16,,Mariane Moreira Cardoso,female,2012-12-06,359.333.047-91,(39) 94017-0379,mariane.moreira7@demo.aluno.com,Mônica Moreira Cardoso,André Moreira Cardoso,,,,,,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,17.577.821-7,Mônica Moreira Cardoso,Mãe,(17) 94931-9523,resp.0107@demo.aluno.com,01819-387,Rua dos Andradas,462,,Pinheiros,São Bernardo,SP,f,,,,0,
9595797d-3609-4837-a554-305f8725f526,07cc7290-5d3f-421b-a514-b21d6a683494,014c1331-0acd-4e6a-b880-df8da0af4fea,675b336a-7f53-4547-afca-ffa67a950b38,Samuel Rocha Gomes,male,2012-01-25,596.252.468-04,(46) 94148-0476,samuel.rocha8@demo.aluno.com,Cristina Rocha Gomes,José Rocha Gomes,,,Futsal,2,42,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,48.788.324-8,Cristina Rocha Gomes,Mãe,(28) 95164-9612,resp.0108@demo.aluno.com,01836-428,Av. Santos Dumont,485,Apto 109,Boa Vista,São Paulo,SP,f,,,,0,
998a61ff-9ac9-4755-bb7a-5da91d2b71d2,07cc7290-5d3f-421b-a514-b21d6a683494,df7d4151-8c32-4eea-bca8-7df20787ab0a,d8e90835-f967-49b7-8f4e-e5393a34174d,Lucas Silva Silva,male,2009-01-19,833.171.889-17,(53) 94279-0573,lucas.silva9@demo.aluno.com,Juliana Silva Silva,Marcos Silva Silva,,,Vôlei,3,49,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,79.999.827-9,Juliana Silva Silva,Mãe,(39) 95397-9701,resp.0109@demo.aluno.com,01853-469,Av. Brasil,508,,Sumaré,Osasco,SP,f,,,,0,
9cfda25e-79bc-4267-b9be-d435cc038c4f,07cc7290-5d3f-421b-a514-b21d6a683494,db9e5ccc-f3d9-41b6-9adf-2ebaa1d9c283,,Mariana Cardoso Moreira,female,2014-06-21,070.090.310-30,(60) 94410-0670,mariana.cardoso10@demo.aluno.com,Maria Cardoso Moreira,André Cardoso Moreira,,,Basquete,4,56,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,10.210.330-0,Maria Cardoso Moreira,Pai,(50) 95630-9790,resp.0110@demo.aluno.com,01870-510,Rua Marechal Deodoro,531,,Tatuapé,Uberlândia,MG,f,,,,0,
a012e8ee-ddbf-4165-bbd1-c63d50ed5bd4,07cc7290-5d3f-421b-a514-b21d6a683494,df7d4151-8c32-4eea-bca8-7df20787ab0a,78c15c34-48c6-4064-94eb-9711e4a67c25,Julia Santos Ramos,female,2008-10-10,307.009.731-43,(67) 94541-0767,julia.santos11@demo.aluno.com,Sandra Santos Ramos,José Santos Ramos,,,Handebol,5,63,f,,Apto sem restrições. Avaliação cardiológica em dia.,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,41.421.833-1,Sandra Santos Ramos,Mãe,(61) 95863-9879,resp.0111@demo.aluno.com,01887-551,Rua Barão do Rio Branco,554,,Liberdade,Guarulhos,SP,f,,,,0,
a0ef1255-5848-40a9-9534-bac087dbbe18,07cc7290-5d3f-421b-a514-b21d6a683494,1ebcd8e5-851e-48fb-b8b3-88ca95a326b7,,Igor Mendes Mendes,male,2010-09-27,544.928.152-56,(74) 94672-0864,igor.mendes12@demo.aluno.com,Mônica Mendes Mendes,Marcos Mendes Mendes,,,Atletismo,2,10,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,72.632.336-2,Mônica Mendes Mendes,Mãe,(72) 96096-9968,resp.0112@demo.aluno.com,01904-592,Rua das Flores,577,Apto 113,Vila Mariana,Contagem,MG,f,,,,0,
a194c47b-8122-4e78-96e6-b6ba713d26ac,07cc7290-5d3f-421b-a514-b21d6a683494,198f8843-c411-4d10-bc14-21142a59c69d,e9fd72e5-eef3-4421-8223-5552fae3d744,Davi Teixeira Ferreira,male,2014-01-04,781.847.573-69,(81) 94803-0961,davi.teixeira13@demo.aluno.com,Cristina Teixeira Ferreira,André Teixeira Ferreira,,,Natação,3,17,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,03.843.839-3,Cristina Teixeira Ferreira,Mãe,(83) 96329-0057,resp.0113@demo.aluno.com,01921-633,Av. Atlântica,600,,Perdizes,Santo André,SP,f,,,,0,
a2a77c68-f2d9-4d90-b458-ca11adfe64f1,07cc7290-5d3f-421b-a514-b21d6a683494,198f8843-c411-4d10-bc14-21142a59c69d,e915b8b1-7eee-4bb0-a9f4-ea84692f2840,Sabrina Almeida Castro,female,2013-04-13,018.766.994-82,(88) 94934-1058,sabrina.almeida14@demo.aluno.com,Juliana Almeida Castro,José Almeida Castro,,,Futebol,4,24,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,34.054.342-4,Juliana Almeida Castro,Mãe,(94) 96562-0146,resp.0114@demo.aluno.com,01938-674,Av. Pres. Vargas,623,,Vila Nova,Belo Horizonte,MG,f,,,,0,
a5e4ba86-08fb-4233-a2dd-b810aef95a9b,07cc7290-5d3f-421b-a514-b21d6a683494,2d5c2126-b3e1-499c-a42f-28fc5b482cb6,,Yara Martins Costa,female,2014-08-20,255.685.415-95,(95) 95065-1155,yara.martins15@demo.aluno.com,Maria Martins Costa,Marcos Martins Costa,,,,,,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,65.265.845-5,Maria Martins Costa,Pai,(15) 96795-0235,resp.0115@demo.aluno.com,01955-715,Rua Tiradentes,646,,Bela Vista,Campinas,SP,f,,,,0,
a601a1b5-1ad9-45b1-b9b7-257898deedca,07cc7290-5d3f-421b-a514-b21d6a683494,d5f63646-432f-4cdf-866f-b68b0273e056,,Beatriz Costa Martins,female,2010-08-17,492.604.836-08,(12) 95196-1252,beatriz.costa16@demo.aluno.com,Sandra Costa Martins,André Costa Martins,,,Ginástica,2,38,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,96.476.348-6,Sandra Costa Martins,Mãe,(26) 97028-0324,resp.0116@demo.aluno.com,01972-756,Rua do Comércio,669,Apto 117,Jardim América,São Bernardo,SP,f,,,,0,
a76695c8-db6c-471a-9674-d08ed4ac1473,07cc7290-5d3f-421b-a514-b21d6a683494,014c1331-0acd-4e6a-b880-df8da0af4fea,e8ede3ac-c4cb-41a1-bef1-adc3625a968f,Daniela Castro Almeida,female,2011-10-07,729.523.257-21,(19) 95327-1349,daniela.castro17@demo.aluno.com,Mônica Castro Almeida,José Castro Almeida,,,Futsal,3,45,f,,,t,2026-06-19 09:12:14.107688+00,2026-06-21 16:47:59.841799+00,t,27.687.851-7,Mônica Castro Almeida,Mãe,(37) 97261-0413,resp.0117@demo.aluno.com,01989-797,Rua General Câmara,692,,Higienópolis,São Paulo,SP,f,,,,0,
